date,type,downloads
2023-08-16,desktop,34672
2023-08-17,RS-os,5682
2023-08-17,desktop,33477
2023-08-18,RS-os,5355
2023-08-18,desktop,28603
2023-08-19,RS-os,4761
2023-08-19,desktop,18463
2023-08-20,RS-os,4841
2023-08-20,desktop,19290
2023-08-21,RS-os,5338
2023-08-21,desktop,42575
2023-08-22,RS-os,5570
2023-08-22,desktop,48110
2023-08-23,RS-os,5457
2023-08-23,desktop,48683
2023-08-24,RS-os,5636
2023-08-24,desktop,51552
2023-08-25,RS-os,5524
2023-08-25,desktop,43299
2023-08-26,RS-os,4798
2023-08-26,desktop,25691
2023-08-27,RS-os,4757
2023-08-27,desktop,27490
2023-08-28,RS-os,5624
2023-08-28,desktop,57980
2023-08-29,RS-os,5876
2023-08-29,desktop,58391
2023-08-30,RS-os,5675
2023-08-30,desktop,55129
2023-08-31,RS-os,5471
2023-08-31,desktop,55203
2023-09-01,RS-os,5544
2023-09-01,desktop,42960
2023-09-02,RS-os,4787
2023-09-02,desktop,25322
2023-09-03,RS-os,4821
2023-09-03,desktop,26920
2023-09-04,RS-os,5472
2023-09-04,desktop,52021
2023-09-05,RS-os,5575
2023-09-05,desktop,65183
2023-09-06,RS-os,5715
2023-09-06,desktop,66738
2023-09-07,RS-os,5539
2023-09-07,desktop,72473
2023-09-08,RS-os,5691
2023-09-08,desktop,55892
2023-09-09,RS-os,4693
2023-09-09,desktop,31104
2023-09-10,RS-os,4806
2023-09-10,desktop,34871
2023-09-11,RS-os,5499
2023-09-11,desktop,73240
2023-09-12,RS-os,5784
2023-09-12,desktop,69616
2023-09-13,RS-os,5657
2023-09-13,desktop,65533
2023-09-14,RS-os,5694
2023-09-14,desktop,59346
2023-09-15,RS-os,5617
2023-09-15,desktop,49623
2023-09-16,RS-os,4663
2023-09-16,desktop,30176
2023-09-17,RS-os,4571
2023-09-17,desktop,32580
2023-09-18,RS-os,5462
2023-09-18,desktop,61777
2023-09-19,RS-os,5369
2023-09-19,desktop,62473
2023-09-20,RS-os,5307
2023-09-20,desktop,59531
2023-09-21,RS-os,5416
2023-09-21,desktop,56111
2023-09-22,RS-os,6104
2023-09-22,desktop,46160
2023-09-23,RS-os,4823
2023-09-23,desktop,28950
2023-09-24,RS-os,4980
2023-09-24,desktop,30030
2023-09-25,RS-os,5924
2023-09-25,desktop,55808
2023-09-26,RS-os,5726
2023-09-26,desktop,60725
2023-09-27,RS-os,5798
2023-09-27,desktop,60257
2023-09-28,RS-os,5813
2023-09-28,desktop,68444
2023-09-29,RS-os,5543
2023-09-29,desktop,63939
2023-09-30,RS-os,5015
2023-09-30,desktop,33488
2023-10-01,RS-os,5192
2023-10-01,desktop,33679
2023-10-02,RS-os,5567
2023-10-02,desktop,65834
2023-10-03,RS-os,5780
2023-10-03,desktop,66529
2023-10-04,RS-os,6035
2023-10-04,desktop,63600
2023-10-05,RS-os,5719
2023-10-05,desktop,60734
2023-10-06,RS-os,5755
2023-10-06,desktop,49433
2023-10-07,RS-os,4848
2023-10-07,desktop,32470
2023-10-08,RS-os,4984
2023-10-08,desktop,33245
2023-10-09,RS-os,5633
2023-10-09,desktop,56900
2023-10-10,RS-os,5683
2023-10-10,desktop,58137
2023-10-11,RS-os,5826
2023-10-11,desktop,55505
2023-10-12,RS-os,5923
2023-10-12,desktop,51126
2023-10-13,RS-os,6172
2023-10-13,desktop,41077
2023-10-14,RS-os,4802
2023-10-14,desktop,26393
2023-10-15,RS-os,4932
2023-10-15,desktop,27733
2023-10-16,RS-os,5669
2023-10-16,desktop,51697
2023-10-17,RS-os,5874
2023-10-17,desktop,52582
2023-10-18,RS-os,5800
2023-10-18,desktop,51392
2023-10-19,RS-os,5726
2023-10-19,desktop,51965
2023-10-20,RS-os,5828
2023-10-20,desktop,45280
2023-10-21,RS-os,4829
2023-10-21,desktop,25917
2023-10-22,RS-os,4931
2023-10-22,desktop,26884
2023-10-23,RS-os,5547
2023-10-23,desktop,47957
2023-10-24,RS-os,5618
2023-10-24,desktop,47816
2023-10-25,RS-os,5880
2023-10-25,desktop,56913
2023-10-26,RS-os,5686
2023-10-26,desktop,67077
2023-10-27,RS-os,5387
2023-10-27,desktop,50185
2023-10-28,RS-os,4700
2023-10-28,desktop,30113
2023-10-29,RS-os,4813
2023-10-29,desktop,31402
2023-10-30,RS-os,5603
2023-10-30,desktop,57845
2023-10-31,RS-os,6063
2023-10-31,desktop,56028
2023-11-01,RS-os,5868
2023-11-01,desktop,49065
2023-11-02,RS-os,6249
2023-11-02,desktop,52868
2023-11-03,RS-os,5821
2023-11-03,desktop,44414
2023-11-04,RS-os,4911
2023-11-04,desktop,26025
2023-11-05,RS-os,4958
2023-11-05,desktop,26901
2023-11-06,RS-os,5644
2023-11-06,desktop,50735
2023-11-07,RS-os,5820
2023-11-07,desktop,51258
2023-11-08,RS-os,5618
2023-11-08,desktop,48153
2023-11-09,RS-os,5888
2023-11-09,desktop,45100
2023-11-10,RS-os,5732
2023-11-10,desktop,36491
2023-11-11,RS-os,4663
2023-11-11,desktop,23098
2023-11-12,RS-os,4771
2023-11-12,desktop,23621
2023-11-13,RS-os,5302
2023-11-13,desktop,43897
2023-11-14,RS-os,5513
2023-11-14,desktop,45567
2023-11-15,RS-os,5516
2023-11-15,desktop,41584
2023-11-16,RS-os,5540
2023-11-16,desktop,41653
2023-11-17,RS-os,5437
2023-11-17,desktop,35581
2023-11-18,RS-os,4647
2023-11-18,desktop,22797
2023-11-19,RS-os,4679
2023-11-19,desktop,22818
2023-11-20,RS-os,5558
2023-11-20,desktop,42321
2023-11-21,RS-os,5697
2023-11-21,desktop,41738
2023-11-22,RS-os,5784
2023-11-22,desktop,37972
2023-11-23,RS-os,5424
2023-11-23,desktop,33416
2023-11-24,RS-os,5261
2023-11-24,desktop,30326
2023-11-25,RS-os,4729
2023-11-25,desktop,21613
2023-11-26,RS-os,4819
2023-11-26,desktop,22573
2023-11-27,RS-os,5463
2023-11-27,desktop,39281
2023-11-28,RS-os,5557
2023-11-28,desktop,39533
2023-11-29,RS-os,5351
2023-11-29,desktop,38933
2023-11-30,RS-os,6168
2023-11-30,desktop,35874
2023-12-01,RS-os,3048
2023-12-01,desktop,30931
2023-12-02,RS-os,1303
2023-12-02,desktop,20618
2023-12-03,RS-os,1030
2023-12-03,desktop,21199
2023-12-04,RS-os,1617
2023-12-04,desktop,37187
2023-12-05,RS-os,1866
2023-12-05,desktop,36429
2023-12-06,RS-os,1505
2023-12-06,desktop,34842
2023-12-07,RS-os,1443
2023-12-07,desktop,31720
2023-12-08,RS-os,1386
2023-12-08,desktop,30540
2023-12-09,RS-os,948
2023-12-09,desktop,21583
2023-12-10,RS-os,983
2023-12-10,desktop,24506
2023-12-11,RS-os,1617
2023-12-11,desktop,37164
2023-12-12,RS-os,1654
2023-12-12,desktop,36734
2023-12-13,RS-os,1622
2023-12-13,desktop,33889
2023-12-14,RS-os,1612
2023-12-14,desktop,30098
2023-12-15,RS-os,1680
2023-12-15,desktop,24661
2023-12-16,RS-os,795
2023-12-16,desktop,15684
2023-12-17,RS-os,1056
2023-12-17,desktop,15681
2023-12-18,RS-os,1734
2023-12-18,desktop,27759
2023-12-19,RS-os,1848
2023-12-19,desktop,35218
2023-12-20,RS-os,1714
2023-12-20,desktop,56859
2023-12-21,RS-os,1542
2023-12-21,desktop,43265
2023-12-22,RS-os,1395
2023-12-22,desktop,31054
2023-12-23,RS-os,843
2023-12-23,desktop,18902
2023-12-24,RS-os,823
2023-12-24,desktop,16720
2023-12-25,RS-os,937
2023-12-25,desktop,18383
2023-12-26,RS-os,1024
2023-12-26,desktop,23815
2023-12-27,RS-os,1342
2023-12-27,desktop,26532
2023-12-28,RS-os,1442
2023-12-28,desktop,26135
2023-12-29,RS-os,1311
2023-12-29,desktop,21121
2023-12-30,RS-os,758
2023-12-30,desktop,15390
2023-12-31,RS-os,931
2023-12-31,desktop,12088
2024-01-01,RS-os,1069
2024-01-01,desktop,13966
2024-01-02,RS-os,1130
2024-01-02,desktop,32134
2024-01-03,RS-os,1538
2024-01-03,desktop,34755
2024-01-04,RS-os,1474
2024-01-04,desktop,34729
2024-01-05,RS-os,1331
2024-01-05,desktop,31022
2024-01-06,RS-os,815
2024-01-06,desktop,21453
2024-01-07,RS-os,766
2024-01-07,desktop,22003
2024-01-08,RS-os,1436
2024-01-08,desktop,50345
2024-01-09,RS-os,1524
2024-01-09,desktop,57142
2024-01-10,RS-os,1713
2024-01-10,desktop,53144
2024-01-11,RS-os,1757
2024-01-11,desktop,50023
2024-01-12,RS-os,1644
2024-01-12,desktop,38069
2024-01-13,RS-os,796
2024-01-13,desktop,23022
2024-01-14,RS-os,965
2024-01-14,desktop,23686
2024-01-15,RS-os,1462
2024-01-15,desktop,47818
2024-01-16,RS-os,1482
2024-01-16,desktop,54872
2024-01-17,RS-os,1691
2024-01-17,desktop,55801
2024-01-18,RS-os,1720
2024-01-18,desktop,54037
2024-01-19,RS-os,1981
2024-01-19,desktop,42913
2024-01-20,RS-os,4687
2024-01-20,desktop,23889
2024-01-21,RS-os,4559
2024-01-21,desktop,24209
2024-01-22,RS-os,5182
2024-01-22,desktop,53346
2024-01-23,RS-os,5391
2024-01-23,desktop,56789
2024-01-24,RS-os,5432
2024-01-24,desktop,52221
2024-01-25,RS-os,5393
2024-01-25,desktop,47388
2024-01-26,RS-os,5074
2024-01-26,desktop,37158
2024-01-27,RS-os,4510
2024-01-27,desktop,21645
2024-01-28,RS-os,4618
2024-01-28,desktop,21940
2024-01-29,RS-os,5123
2024-01-29,desktop,46805
2024-01-30,RS-os,5437
2024-01-30,desktop,49526
2024-01-31,RS-os,5784
2024-01-31,desktop,66585
2024-02-01,RS-os,6437
2024-02-01,desktop,79072
2024-02-02,RS-os,5946
2024-02-02,desktop,59042
2024-02-03,RS-os,5439
2024-02-03,desktop,32204
2024-02-04,RS-os,5411
2024-02-04,desktop,32441
2024-02-05,RS-os,6209
2024-02-05,desktop,63840
2024-02-06,RS-os,6117
2024-02-06,desktop,59725
2024-02-07,RS-os,6143
2024-02-07,desktop,53900
2024-02-08,RS-os,6586
2024-02-08,desktop,47522
2024-02-09,RS-os,6179
2024-02-09,desktop,37244
2024-02-10,RS-os,5476
2024-02-10,desktop,21719
2024-02-11,RS-os,5553
2024-02-11,desktop,22672
2024-02-12,RS-os,6065
2024-02-12,desktop,43537
2024-02-13,RS-os,6255
2024-02-13,desktop,45865
2024-02-14,RS-os,6231
2024-02-14,desktop,42718
2024-02-15,RS-os,2609
2024-02-15,desktop,42418
2024-02-16,RS-os,2198
2024-02-16,desktop,36704
2024-02-17,RS-os,2688
2024-02-17,desktop,22990
2024-02-18,RS-os,1957
2024-02-18,desktop,24917
2024-02-19,RS-os,2272
2024-02-19,desktop,45199
2024-02-20,RS-os,2377
2024-02-20,desktop,51947
2024-02-21,RS-os,2784
2024-02-21,desktop,49290
2024-02-22,RS-os,2522
2024-02-22,desktop,46340
2024-02-23,RS-os,2109
2024-02-23,desktop,36302
2024-02-24,RS-os,1678
2024-02-24,desktop,22456
2024-02-25,RS-os,1736
2024-02-25,desktop,25083
2024-02-26,RS-os,2972
2024-02-26,desktop,52187
2024-02-27,RS-os,3030
2024-02-27,desktop,53170
2024-02-28,RS-os,2929
2024-02-28,desktop,49125
2024-02-29,RS-os,2689
2024-02-29,desktop,46922
2024-03-01,RS-os,2773
2024-03-01,desktop,38193
2024-03-02,RS-os,1894
2024-03-02,desktop,23954
2024-03-03,RS-os,1653
2024-03-03,desktop,25543
2024-03-04,RS-os,2430
2024-03-04,desktop,49231
2024-03-05,RS-os,2172
2024-03-05,desktop,51907
2024-03-06,RS-os,2257
2024-03-06,desktop,48979
2024-03-07,RS-os,2225
2024-03-07,desktop,46150
2024-03-08,RS-os,2045
2024-03-08,desktop,35972
2024-03-09,RS-os,1397
2024-03-09,desktop,23534
2024-03-10,RS-os,2851
2024-03-10,desktop,25472
2024-03-11,RS-os,3759
2024-03-11,desktop,46239
2024-03-12,RS-os,4134
2024-03-12,desktop,46362
2024-03-13,RS-os,3822
2024-03-13,desktop,45476
2024-03-14,RS-os,1864
2024-03-14,desktop,41202
2024-03-15,RS-os,1619
2024-03-15,desktop,34645
2024-03-16,RS-os,1096
2024-03-16,desktop,22993
2024-03-17,RS-os,1144
2024-03-17,desktop,23061
2024-03-18,RS-os,1788
2024-03-18,desktop,43191
2024-03-19,RS-os,2182
2024-03-19,desktop,42789
2024-03-20,RS-os,1535
2024-03-20,desktop,41259
2024-03-21,RS-os,1437
2024-03-21,desktop,39341
2024-03-22,RS-os,1353
2024-03-22,desktop,31465
2024-03-23,RS-os,733
2024-03-23,desktop,21877
2024-03-24,RS-os,852
2024-03-24,desktop,20955
2024-03-25,RS-os,1610
2024-03-25,desktop,35803
2024-03-26,RS-os,1673
2024-03-26,desktop,37626
2024-03-27,RS-os,1313
2024-03-27,desktop,33940
2024-03-28,RS-os,1236
2024-03-28,desktop,31435
2024-03-29,RS-os,1007
2024-03-29,desktop,22615
2024-03-30,RS-os,575
2024-03-30,desktop,17302
2024-03-31,RS-os,613
2024-03-31,desktop,17307
2024-04-01,RS-os,1011
2024-04-01,desktop,31194
2024-04-02,RS-os,1021
2024-04-02,desktop,40549
2024-04-03,RS-os,1143
2024-04-03,desktop,38135
2024-04-04,RS-os,1134
2024-04-04,desktop,35603
2024-04-05,RS-os,1072
2024-04-05,desktop,29631
2024-04-06,RS-os,477
2024-04-06,desktop,19474
2024-04-07,RS-os,568
2024-04-07,desktop,21609
2024-04-08,RS-os,1089
2024-04-08,desktop,37803
2024-04-09,RS-os,1167
2024-04-09,desktop,37793
2024-04-10,RS-os,1316
2024-04-10,desktop,35891
2024-04-11,RS-os,1346
2024-04-11,desktop,35378
2024-04-12,RS-os,1309
2024-04-12,desktop,31161
2024-04-13,RS-os,480
2024-04-13,desktop,19266
2024-04-14,RS-os,1490
2024-04-14,desktop,20597
2024-04-15,RS-os,1756
2024-04-15,desktop,39077
2024-04-16,RS-os,1222
2024-04-16,desktop,39642
2024-04-17,RS-os,1227
2024-04-17,desktop,37569
2024-04-18,RS-os,1138
2024-04-18,desktop,35488
2024-04-19,RS-os,1014
2024-04-19,desktop,30737
2024-04-20,RS-os,545
2024-04-20,desktop,21138
2024-04-21,RS-os,843
2024-04-21,desktop,21582
2024-04-22,RS-os,1167
2024-04-22,desktop,36516
2024-04-23,RS-os,78
2024-04-23,desktop,1952
2024-04-24,RS-os,1085
2024-04-24,desktop,35082
2024-04-25,RS-os,1176
2024-04-25,desktop,33298
2024-04-26,RS-os,1035
2024-04-26,desktop,28033
2024-04-27,RS-os,667
2024-04-27,desktop,19563
2024-04-28,RS-os,743
2024-04-28,desktop,20823
2024-04-29,RS-os,1265
2024-04-29,desktop,32913
2024-04-30,RS-os,1505
2024-04-30,desktop,37857
2024-05-01,RS-os,1133
2024-05-01,desktop,49402
2024-05-02,RS-os,1492
2024-05-02,desktop,70988
2024-05-03,RS-os,1827
2024-05-03,desktop,52569
2024-05-04,RS-os,1068
2024-05-04,desktop,31653
2024-05-05,RS-os,856
2024-05-05,desktop,32590
2024-05-06,RS-os,1763
2024-05-06,desktop,58897
2024-05-07,RS-os,1862
2024-05-07,desktop,58335
2024-05-08,RS-os,1819
2024-05-08,desktop,51628
2024-05-09,RS-os,1897
2024-05-09,desktop,42187
2024-05-10,RS-os,1783
2024-05-10,desktop,36977
2024-05-11,RS-os,983
2024-05-11,desktop,24759
2024-05-12,RS-os,974
2024-05-12,desktop,23641
2024-05-13,RS-os,1607
2024-05-13,desktop,47142
2024-05-14,RS-os,1972
2024-05-14,desktop,51864
2024-05-15,RS-os,2856
2024-05-15,desktop,71536
2024-05-16,RS-os,2296
2024-05-16,desktop,61419
2024-05-17,RS-os,2009
2024-05-17,desktop,47219
2024-05-18,RS-os,902
2024-05-18,desktop,28955
2024-05-19,RS-os,793
2024-05-19,desktop,28079
2024-05-20,RS-os,1795
2024-05-20,desktop,46469
2024-05-21,RS-os,1719
2024-05-21,desktop,48508
2024-05-22,RS-os,1947
2024-05-22,desktop,44921
2024-05-23,RS-os,1899
2024-05-23,desktop,44250
2024-05-24,RS-os,1749
2024-05-24,desktop,38568
2024-05-25,RS-os,56
2024-05-25,desktop,916
2024-05-26,RS-os,1119
2024-05-26,desktop,24154
2024-05-27,RS-os,1591
2024-05-27,desktop,39698
2024-05-28,RS-os,2133
2024-05-28,desktop,41632
2024-05-29,RS-os,1928
2024-05-29,desktop,39929
2024-05-30,RS-os,1632
2024-05-30,desktop,36235
2024-05-31,RS-os,2048
2024-05-31,desktop,38174
2024-06-01,RS-os,789
2024-06-01,desktop,21802
2024-06-02,RS-os,1014
2024-06-02,desktop,23049
2024-06-03,RS-os,1482
2024-06-03,desktop,41600
2024-06-04,RS-os,1707
2024-06-04,desktop,40340
2024-06-05,RS-os,2159
2024-06-05,desktop,38785
2024-06-06,RS-os,1487
2024-06-06,desktop,35723
2024-06-07,RS-os,1866
2024-06-07,desktop,30589
2024-06-08,RS-os,813
2024-06-08,desktop,19473
2024-06-09,RS-os,795
2024-06-09,desktop,19237
2024-06-10,RS-os,1558
2024-06-10,desktop,36609
2024-06-11,RS-os,1660
2024-06-11,desktop,74122
2024-06-12,RS-os,1621
2024-06-12,desktop,60018
2024-06-13,RS-os,1689
2024-06-13,desktop,49827
2024-06-14,RS-os,1647
2024-06-14,desktop,39777
2024-06-15,RS-os,774
2024-06-15,desktop,25023
2024-06-16,RS-os,563
2024-06-16,desktop,26532
2024-06-17,RS-os,1871
2024-06-17,desktop,43819
2024-06-18,RS-os,1919
2024-06-18,desktop,43205
2024-06-19,RS-os,1721
2024-06-19,desktop,39658
2024-06-20,RS-os,1799
2024-06-20,desktop,36334
2024-06-21,RS-os,1646
2024-06-21,desktop,31788
2024-06-22,RS-os,685
2024-06-22,desktop,21554
2024-06-23,RS-os,623
2024-06-23,desktop,21082
2024-06-24,RS-os,2297
2024-06-24,desktop,36371
2024-06-25,RS-os,2322
2024-06-25,desktop,34401
2024-06-26,RS-os,88
2024-06-26,desktop,1139
2024-06-27,desktop,30961
2024-06-28,RS-os,1967
2024-06-28,desktop,27106
2024-06-29,RS-os,884
2024-06-29,desktop,16801
2024-06-30,RS-os,678
2024-06-30,desktop,18024
2024-07-01,RS-os,1386
2024-07-01,desktop,33803
2024-07-02,RS-os,1468
2024-07-02,desktop,35085
2024-07-03,RS-os,1530
2024-07-03,desktop,31881
2024-07-04,RS-os,1376
2024-07-04,desktop,27688
2024-07-05,RS-os,1519
2024-07-05,desktop,25677
2024-07-06,RS-os,944
2024-07-06,desktop,17457
2024-07-07,RS-os,759
2024-07-07,desktop,17267
2024-07-08,RS-os,1675
2024-07-08,desktop,32439
2024-07-09,RS-os,1946
2024-07-09,desktop,32805
2024-07-10,RS-os,1956
2024-07-10,desktop,30801
2024-07-11,RS-os,1932
2024-07-11,desktop,28719
2024-07-12,RS-os,2146
2024-07-12,desktop,24217
2024-07-13,RS-os,852
2024-07-13,desktop,15480
2024-07-14,RS-os,863
2024-07-14,desktop,15114
2024-07-15,RS-os,1957
2024-07-15,desktop,28837
2024-07-16,RS-os,2199
2024-07-16,desktop,29439
2024-07-17,RS-os,2042
2024-07-17,desktop,27593
2024-07-18,RS-os,2196
2024-07-18,desktop,27720
2024-07-19,RS-os,1867
2024-07-19,desktop,23949
2024-07-20,RS-os,757
2024-07-20,desktop,15066
2024-07-21,RS-os,1329
2024-07-21,desktop,15644
2024-07-22,RS-os,2391
2024-07-22,desktop,31105
2024-07-23,RS-os,2043
2024-07-23,desktop,30874
2024-07-24,RS-os,2238
2024-07-24,desktop,30051
2024-07-25,RS-os,81
2024-07-25,desktop,1050
2024-07-26,desktop,32
2024-07-27,RS-os,1201
2024-07-27,desktop,15258
2024-07-28,RS-os,974
2024-07-28,desktop,14906
2024-07-29,RS-os,1850
2024-07-29,desktop,31217
2024-07-30,RS-os,1830
2024-07-30,desktop,28726
2024-07-31,RS-os,1664
2024-07-31,desktop,27058
2024-08-01,RS-os,1589
2024-08-01,desktop,26671
2024-08-02,RS-os,1812
2024-08-02,desktop,23293
2024-08-03,RS-os,711
2024-08-03,desktop,14855
2024-08-04,RS-os,736
2024-08-04,desktop,14774
2024-08-05,RS-os,1938
2024-08-05,desktop,28608
2024-08-06,RS-os,1741
2024-08-06,desktop,30092
2024-08-07,RS-os,1291
2024-08-07,desktop,27964
2024-08-08,RS-os,1560
2024-08-08,desktop,27196
2024-08-09,RS-os,1476
2024-08-09,desktop,23262
2024-08-10,RS-os,975
2024-08-10,desktop,14472
2024-08-11,RS-os,638
2024-08-11,desktop,14767
2024-08-12,RS-os,1556
2024-08-12,desktop,28671
2024-08-13,RS-os,1751
2024-08-13,desktop,30071
2024-08-14,RS-os,1552
2024-08-14,desktop,27945
2024-08-15,RS-os,1567
2024-08-15,desktop,25296
2024-08-16,RS-os,1279
2024-08-16,desktop,22935
2024-08-17,RS-os,1013
2024-08-17,desktop,15393
2024-08-18,RS-os,792
2024-08-18,desktop,15774
2024-08-19,RS-os,1421
2024-08-19,desktop,34115
2024-08-20,RS-os,1627
2024-08-20,desktop,39083
2024-08-21,RS-os,1756
2024-08-21,desktop,39320
2024-08-22,RS-os,1904
2024-08-22,desktop,39541
2024-08-23,RS-os,1669
2024-08-23,desktop,31104
2024-08-24,RS-os,1245
2024-08-24,desktop,18488
2024-08-25,RS-os,912
2024-08-25,desktop,20748
2024-08-26,RS-os,1732
2024-08-26,desktop,47181
2024-08-27,RS-os,1623
2024-08-27,desktop,51930
2024-08-28,RS-os,1872
2024-08-28,desktop,50036
2024-08-29,RS-os,1747
2024-08-29,desktop,42550
2024-08-30,RS-os,1536
2024-08-30,desktop,35821
2024-08-31,RS-os,741
2024-08-31,desktop,20185
2024-09-01,RS-os,635
2024-09-01,desktop,21618
2024-09-02,RS-os,1426
2024-09-02,desktop,43341
2024-09-03,RS-os,1475
2024-09-03,desktop,60080
2024-09-04,RS-os,1566
2024-09-04,desktop,60770
2024-09-05,RS-os,1267
2024-09-05,desktop,55735
2024-09-06,RS-os,1331
2024-09-06,desktop,43559
2024-09-07,RS-os,752
2024-09-07,desktop,22389
2024-09-08,RS-os,798
2024-09-08,desktop,26958
2024-09-09,RS-os,1834
2024-09-09,desktop,60220
2024-09-10,RS-os,1899
2024-09-10,desktop,61405
2024-09-11,RS-os,1656
2024-09-11,desktop,56779
2024-09-12,RS-os,1491
2024-09-12,desktop,53419
2024-09-13,RS-os,1682
2024-09-13,desktop,41602
2024-09-14,RS-os,704
2024-09-14,desktop,22984
2024-09-15,RS-os,667
2024-09-15,desktop,22196
2024-09-16,RS-os,1569
2024-09-16,desktop,44991
2024-09-17,RS-os,1678
2024-09-17,desktop,45720
2024-09-18,RS-os,1644
2024-09-18,desktop,48632
2024-09-19,RS-os,1493
2024-09-19,desktop,47573
2024-09-20,RS-os,1124
2024-09-20,desktop,38874
2024-09-21,RS-os,559
2024-09-21,desktop,22615
2024-09-22,RS-os,711
2024-09-22,desktop,24158
2024-09-23,RS-os,1894
2024-09-23,desktop,50671
2024-09-24,RS-os,1752
2024-09-24,desktop,73870
2024-09-25,RS-os,1947
2024-09-25,desktop,105397
2024-09-26,RS-os,1715
2024-09-26,desktop,83442
2024-09-27,RS-os,1396
2024-09-27,desktop,61662
2024-09-28,RS-os,670
2024-09-28,desktop,34956
2024-09-29,RS-os,743
2024-09-29,desktop,36553
2024-09-30,RS-os,1515
2024-09-30,desktop,67929
2024-10-01,RS-os,2166
2024-10-01,desktop,64505
2024-10-02,RS-os,1620
2024-10-02,desktop,59910
2024-10-03,RS-os,1187
2024-10-03,desktop,56168
2024-10-04,RS-os,1346
2024-10-04,desktop,45666
2024-10-05,RS-os,702
2024-10-05,desktop,27271
2024-10-06,RS-os,717
2024-10-06,desktop,30711
2024-10-07,RS-os,1255
2024-10-07,desktop,58692
2024-10-08,RS-os,1385
2024-10-08,desktop,59900
2024-10-09,RS-os,1327
2024-10-09,desktop,56819
2024-10-10,RS-os,1361
2024-10-10,desktop,57125
2024-10-11,RS-os,913
2024-10-11,desktop,44130
2024-10-12,RS-os,531
2024-10-12,desktop,28062
2024-10-13,RS-os,481
2024-10-13,desktop,29239
2024-10-14,RS-os,900
2024-10-14,desktop,52694
2024-10-15,RS-os,1195
2024-10-15,desktop,53434
2024-10-16,RS-os,1262
2024-10-16,desktop,51474
2024-10-17,RS-os,1113
2024-10-17,desktop,48706
2024-10-18,RS-os,1159
2024-10-18,desktop,40661
2024-10-19,RS-os,431
2024-10-19,desktop,26184
2024-10-20,RS-os,514
2024-10-20,desktop,28836
2024-10-21,RS-os,1493
2024-10-21,desktop,51203
2024-10-22,RS-os,1359
2024-10-22,desktop,50663
2024-10-23,RS-os,1039
2024-10-23,desktop,48283
2024-10-24,RS-os,1159
2024-10-24,desktop,44132
2024-10-25,RS-os,1133
2024-10-25,desktop,36430
2024-10-26,RS-os,488
2024-10-26,desktop,22975
2024-10-27,RS-os,604
2024-10-27,desktop,24414
2024-10-28,RS-os,1206
2024-10-28,desktop,44112
2024-10-29,RS-os,1414
2024-10-29,desktop,44594
2024-10-30,RS-os,1393
2024-10-30,desktop,42201
2024-10-31,RS-os,1117
2024-10-31,desktop,34199
2024-11-01,RS-os,766
2024-11-01,desktop,28267
2024-11-02,RS-os,478
2024-11-02,desktop,21444
2024-11-03,RS-os,475
2024-11-03,desktop,22150
2024-11-04,RS-os,1114
2024-11-04,desktop,42727
2024-11-05,RS-os,1211
2024-11-05,desktop,52171
2024-11-06,RS-os,1352
2024-11-06,desktop,47637
2024-11-07,RS-os,1215
2024-11-07,desktop,44797
2024-11-08,RS-os,1165
2024-11-08,desktop,37385
2024-11-09,RS-os,501
2024-11-09,desktop,24856
2024-11-10,RS-os,510
2024-11-10,desktop,24776
2024-11-11,RS-os,963
2024-11-11,desktop,42490
2024-11-12,RS-os,1471
2024-11-12,desktop,43591
2024-11-13,RS-os,1227
2024-11-13,desktop,42465
2024-11-14,RS-os,1440
2024-11-14,desktop,43499
2024-11-15,RS-os,1329
2024-11-15,desktop,65700
2024-11-16,RS-os,632
2024-11-16,desktop,37080
2024-11-17,RS-os,626
2024-11-17,desktop,37607
2024-11-18,RS-os,1391
2024-11-18,desktop,65564
2024-11-19,RS-os,1488
2024-11-19,desktop,63426
2024-11-20,RS-os,1361
2024-11-20,desktop,57848
2024-11-21,RS-os,1149
2024-11-21,desktop,53295
2024-11-22,RS-os,1156
2024-11-22,desktop,43524
2024-11-23,RS-os,613
2024-11-23,desktop,28112
2024-11-24,RS-os,639
2024-11-24,desktop,29237
2024-11-25,RS-os,1244
2024-11-25,desktop,50247
2024-11-26,RS-os,34
2024-11-26,desktop,1648
2024-11-27,RS-os,1186
2024-11-27,desktop,42968
2024-11-28,RS-os,1230
2024-11-28,desktop,39647
2024-11-29,RS-os,986
2024-11-29,desktop,32620
2024-11-30,RS-os,523
2024-11-30,desktop,22811
2024-12-01,RS-os,564
2024-12-01,desktop,26170
2024-12-02,RS-os,1085
2024-12-02,desktop,43880
2024-12-03,RS-os,1364
2024-12-03,desktop,42986
2024-12-04,RS-os,1270
2024-12-04,desktop,42069
2024-12-05,RS-os,1178
2024-12-05,desktop,39257
2024-12-06,RS-os,1107
2024-12-06,desktop,33148
2024-12-07,RS-os,568
2024-12-07,desktop,22736
2024-12-08,RS-os,592
2024-12-08,desktop,23103
2024-12-09,RS-os,1559
2024-12-09,desktop,37493
2024-12-10,RS-os,1428
2024-12-10,desktop,36542
2024-12-11,RS-os,1569
2024-12-11,desktop,34421
2024-12-12,RS-os,1342
2024-12-12,desktop,33466
2024-12-13,RS-os,1152
2024-12-13,desktop,27283
2024-12-14,RS-os,533
2024-12-14,desktop,18332
