date,type,downloads
2020-12-24,desktop,10657
2020-12-25,RS-os,1148
2020-12-25,desktop,8450
2020-12-26,RS-os,1117
2020-12-26,desktop,10336
2020-12-27,RS-os,1153
2020-12-27,desktop,10372
2020-12-28,RS-os,1855
2020-12-28,desktop,14577
2020-12-29,RS-os,1741
2020-12-29,desktop,14867
2020-12-30,RS-os,1883
2020-12-30,desktop,13228
2020-12-31,RS-os,1406
2020-12-31,desktop,9585
2021-01-01,RS-os,1016
2021-01-01,desktop,7898
2021-01-02,RS-os,1075
2021-01-02,desktop,11329
2021-01-03,RS-os,1032
2021-01-03,desktop,12491
2021-01-04,RS-os,2222
2021-01-04,desktop,24119
2021-01-05,RS-os,2502
2021-01-05,desktop,25862
2021-01-06,RS-os,2243
2021-01-06,desktop,23439
2021-01-07,RS-os,2346
2021-01-07,desktop,24884
2021-01-08,RS-os,2280
2021-01-08,desktop,22001
2021-01-09,RS-os,1418
2021-01-09,desktop,15595
2021-01-10,RS-os,1256
2021-01-10,desktop,16904
2021-01-11,RS-os,2286
2021-01-11,desktop,32151
2021-01-12,RS-os,2539
2021-01-12,desktop,31785
2021-01-13,RS-os,2718
2021-01-13,desktop,29820
2021-01-14,RS-os,2723
2021-01-14,desktop,28816
2021-01-15,RS-os,2444
2021-01-15,desktop,27443
2021-01-16,RS-os,1442
2021-01-16,desktop,19789
2021-01-17,RS-os,2305
2021-01-17,desktop,19779
2021-01-18,RS-os,3375
2021-01-18,desktop,35496
2021-01-19,RS-os,4104
2021-01-19,desktop,41927
2021-01-20,RS-os,3611
2021-01-20,desktop,48382
2021-01-21,RS-os,3549
2021-01-21,desktop,42401
2021-01-22,RS-os,3338
2021-01-22,desktop,33511
2021-01-23,RS-os,2666
2021-01-23,desktop,20246
2021-01-24,RS-os,2555
2021-01-24,desktop,20610
2021-01-25,RS-os,3789
2021-01-25,desktop,40213
2021-01-26,RS-os,3781
2021-01-26,desktop,38480
2021-01-27,RS-os,3810
2021-01-27,desktop,38686
2021-01-28,RS-os,3913
2021-01-28,desktop,34961
2021-01-29,RS-os,3883
2021-01-29,desktop,29683
2021-01-30,RS-os,2649
2021-01-30,desktop,19166
2021-01-31,RS-os,2586
2021-01-31,desktop,19912
2021-02-01,RS-os,3867
2021-02-01,desktop,37822
2021-02-02,RS-os,3801
2021-02-02,desktop,38320
2021-02-03,RS-os,3979
2021-02-03,desktop,37273
2021-02-04,RS-os,4421
2021-02-04,desktop,33124
2021-02-05,RS-os,4055
2021-02-05,desktop,29103
2021-02-06,RS-os,2711
2021-02-06,desktop,18088
2021-02-07,RS-os,2866
2021-02-07,desktop,19269
2021-02-08,RS-os,3753
2021-02-08,desktop,32484
2021-02-09,RS-os,3950
2021-02-09,desktop,32811
2021-02-10,RS-os,3996
2021-02-10,desktop,31784
2021-02-11,RS-os,3469
2021-02-11,desktop,28477
2021-02-12,RS-os,3340
2021-02-12,desktop,23845
2021-02-13,RS-os,2499
2021-02-13,desktop,15499
2021-02-14,RS-os,2716
2021-02-14,desktop,14895
2021-02-15,RS-os,3505
2021-02-15,desktop,27937
2021-02-16,RS-os,3784
2021-02-16,desktop,28763
2021-02-17,RS-os,4028
2021-02-17,desktop,28801
2021-02-18,RS-os,3956
2021-02-18,desktop,29489
2021-02-19,RS-os,4034
2021-02-19,desktop,24544
2021-02-20,RS-os,2752
2021-02-20,desktop,17146
2021-02-21,RS-os,2613
2021-02-21,desktop,17390
2021-02-22,RS-os,3756
2021-02-22,desktop,33170
2021-02-23,RS-os,3939
2021-02-23,desktop,36223
2021-02-24,RS-os,3761
2021-02-24,desktop,35697
2021-02-25,RS-os,3797
2021-02-25,desktop,34465
2021-02-26,RS-os,3702
2021-02-26,desktop,31452
2021-02-27,RS-os,2659
2021-02-27,desktop,18815
2021-02-28,RS-os,2703
2021-02-28,desktop,20377
2021-03-01,RS-os,3618
2021-03-01,desktop,42119
2021-03-02,RS-os,4470
2021-03-02,desktop,43700
2021-03-03,RS-os,3709
2021-03-03,desktop,43928
2021-03-04,RS-os,4004
2021-03-04,desktop,41714
2021-03-05,RS-os,4043
2021-03-05,desktop,33066
2021-03-06,RS-os,2763
2021-03-06,desktop,21367
2021-03-07,RS-os,2746
2021-03-07,desktop,22276
2021-03-08,RS-os,3895
2021-03-08,desktop,40749
2021-03-09,RS-os,4186
2021-03-09,desktop,39439
2021-03-10,RS-os,4259
2021-03-10,desktop,38470
2021-03-11,RS-os,3798
2021-03-11,desktop,36380
2021-03-12,RS-os,4324
2021-03-12,desktop,32196
2021-03-13,RS-os,2995
2021-03-13,desktop,19987
2021-03-14,RS-os,2783
2021-03-14,desktop,20713
2021-03-15,RS-os,3793
2021-03-15,desktop,34546
2021-03-16,RS-os,3597
2021-03-16,desktop,38403
2021-03-17,RS-os,3727
2021-03-17,desktop,35732
2021-03-18,RS-os,3917
2021-03-18,desktop,32708
2021-03-19,RS-os,3865
2021-03-19,desktop,27618
2021-03-20,RS-os,3101
2021-03-20,desktop,19133
2021-03-21,RS-os,2877
2021-03-21,desktop,19596
2021-03-22,RS-os,4141
2021-03-22,desktop,33242
2021-03-23,RS-os,4083
2021-03-23,desktop,32213
2021-03-24,RS-os,4103
2021-03-24,desktop,31665
2021-03-25,RS-os,4082
2021-03-25,desktop,28161
2021-03-26,RS-os,3680
2021-03-26,desktop,24746
2021-03-27,RS-os,2807
2021-03-27,desktop,17570
2021-03-28,RS-os,2769
2021-03-28,desktop,16689
2021-03-29,RS-os,3629
2021-03-29,desktop,29313
2021-03-30,RS-os,3789
2021-03-30,desktop,29775
2021-03-31,RS-os,3939
2021-03-31,desktop,28177
2021-04-01,RS-os,3886
2021-04-01,desktop,25137
2021-04-02,RS-os,3090
2021-04-02,desktop,19246
2021-04-03,RS-os,2664
2021-04-03,desktop,14253
2021-04-04,RS-os,2864
2021-04-04,desktop,14440
2021-04-05,RS-os,3535
2021-04-05,desktop,23902
2021-04-06,RS-os,3983
2021-04-06,desktop,30071
2021-04-07,RS-os,3769
2021-04-07,desktop,29613
2021-04-08,RS-os,3828
2021-04-08,desktop,28711
2021-04-09,RS-os,3781
2021-04-09,desktop,25527
2021-04-10,RS-os,2554
2021-04-10,desktop,17621
2021-04-11,RS-os,2591
2021-04-11,desktop,17764
2021-04-12,RS-os,3805
2021-04-12,desktop,31083
2021-04-13,RS-os,3662
2021-04-13,desktop,29999
2021-04-14,RS-os,3544
2021-04-14,desktop,29218
2021-04-15,RS-os,3460
2021-04-15,desktop,28936
2021-04-16,RS-os,3540
2021-04-16,desktop,25435
2021-04-17,RS-os,2364
2021-04-17,desktop,17032
2021-04-18,RS-os,2387
2021-04-18,desktop,17324
2021-04-19,RS-os,3323
2021-04-19,desktop,29902
2021-04-20,RS-os,3362
2021-04-20,desktop,29588
2021-04-21,RS-os,3384
2021-04-21,desktop,27705
2021-04-22,RS-os,3466
2021-04-22,desktop,27194
2021-04-23,RS-os,3473
2021-04-23,desktop,22650
2021-04-24,RS-os,2543
2021-04-24,desktop,15730
2021-04-25,RS-os,2600
2021-04-25,desktop,16780
2021-04-26,RS-os,3608
2021-04-26,desktop,27377
2021-04-27,RS-os,3996
2021-04-27,desktop,25193
2021-04-28,RS-os,3897
2021-04-28,desktop,25825
2021-04-29,RS-os,3662
2021-04-29,desktop,24200
2021-04-30,RS-os,3365
2021-04-30,desktop,20333
2021-05-01,RS-os,2260
2021-05-01,desktop,13204
2021-05-02,RS-os,2308
2021-05-02,desktop,13735
2021-05-03,RS-os,3257
2021-05-03,desktop,22529
2021-05-04,RS-os,3535
2021-05-04,desktop,24120
2021-05-05,RS-os,3106
2021-05-05,desktop,22709
2021-05-06,RS-os,3515
2021-05-06,desktop,23774
2021-05-07,RS-os,3569
2021-05-07,desktop,21297
2021-05-08,RS-os,2453
2021-05-08,desktop,15624
2021-05-09,RS-os,2535
2021-05-09,desktop,14029
2021-05-10,RS-os,3708
2021-05-10,desktop,25354
2021-05-11,RS-os,3501
2021-05-11,desktop,24878
2021-05-12,RS-os,3655
2021-05-12,desktop,23575
2021-05-13,RS-os,3013
2021-05-13,desktop,20953
2021-05-14,RS-os,2702
2021-05-14,desktop,19916
2021-05-15,RS-os,1885
2021-05-15,desktop,14743
2021-05-16,RS-os,1566
2021-05-16,desktop,14609
2021-05-17,RS-os,2717
2021-05-17,desktop,25336
2021-05-18,RS-os,2579
2021-05-18,desktop,26616
2021-05-19,RS-os,2974
2021-05-19,desktop,25040
2021-05-20,RS-os,2957
2021-05-20,desktop,24416
2021-05-21,RS-os,2894
2021-05-21,desktop,21586
2021-05-22,RS-os,1698
2021-05-22,desktop,14482
2021-05-23,RS-os,1633
2021-05-23,desktop,14124
2021-05-24,RS-os,2910
2021-05-24,desktop,23892
2021-05-25,RS-os,2786
2021-05-25,desktop,25939
2021-05-26,RS-os,2381
2021-05-26,desktop,23294
2021-05-27,RS-os,2324
2021-05-27,desktop,23062
2021-05-28,RS-os,1926
2021-05-28,desktop,20413
2021-05-29,RS-os,1207
2021-05-29,desktop,13563
2021-05-30,RS-os,1425
2021-05-30,desktop,13286
2021-05-31,RS-os,1938
2021-05-31,desktop,20856
2021-06-01,RS-os,2323
2021-06-01,desktop,24844
2021-06-02,RS-os,3212
2021-06-02,desktop,28829
2021-06-03,RS-os,2570
2021-06-03,desktop,27733
2021-06-04,RS-os,2408
2021-06-04,desktop,22975
2021-06-05,RS-os,1302
2021-06-05,desktop,15897
2021-06-06,RS-os,1519
2021-06-06,desktop,16017
2021-06-07,RS-os,3151
2021-06-07,desktop,27669
2021-06-08,RS-os,2652
2021-06-08,desktop,28795
2021-06-09,RS-os,2551
2021-06-09,desktop,29406
2021-06-10,RS-os,2762
2021-06-10,desktop,27408
2021-06-11,RS-os,2555
2021-06-11,desktop,22187
2021-06-12,RS-os,1268
2021-06-12,desktop,13903
2021-06-13,RS-os,1104
2021-06-13,desktop,15337
2021-06-14,RS-os,2729
2021-06-14,desktop,24846
2021-06-15,RS-os,2545
2021-06-15,desktop,26760
2021-06-16,RS-os,2820
2021-06-16,desktop,24788
2021-06-17,RS-os,2879
2021-06-17,desktop,23250
2021-06-18,RS-os,2395
2021-06-18,desktop,19713
2021-06-19,RS-os,1353
2021-06-19,desktop,13974
2021-06-20,RS-os,1398
2021-06-20,desktop,13406
2021-06-21,RS-os,2746
2021-06-21,desktop,24572
2021-06-22,RS-os,2973
2021-06-22,desktop,24621
2021-06-23,RS-os,3050
2021-06-23,desktop,23186
2021-06-24,RS-os,2864
2021-06-24,desktop,22481
2021-06-25,RS-os,2844
2021-06-25,desktop,19457
2021-06-26,RS-os,1462
2021-06-26,desktop,12981
2021-06-27,RS-os,1469
2021-06-27,desktop,12199
2021-06-28,RS-os,2897
2021-06-28,desktop,22723
2021-06-29,RS-os,3264
2021-06-29,desktop,22293
2021-06-30,RS-os,3056
2021-06-30,desktop,21171
2021-07-01,RS-os,2644
2021-07-01,desktop,21142
2021-07-02,RS-os,2582
2021-07-02,desktop,17849
2021-07-03,RS-os,1325
2021-07-03,desktop,11811
2021-07-04,RS-os,1232
2021-07-04,desktop,13037
2021-07-05,RS-os,2578
2021-07-05,desktop,20969
2021-07-06,RS-os,2778
2021-07-06,desktop,22330
2021-07-07,RS-os,2832
2021-07-07,desktop,22088
2021-07-08,RS-os,2725
2021-07-08,desktop,21049
2021-07-09,RS-os,2242
2021-07-09,desktop,18662
2021-07-10,RS-os,1637
2021-07-10,desktop,11998
2021-07-11,RS-os,1465
2021-07-11,desktop,12269
2021-07-12,RS-os,3217
2021-07-12,desktop,22992
2021-07-13,RS-os,2739
2021-07-13,desktop,22005
2021-07-14,RS-os,2590
2021-07-14,desktop,21089
2021-07-15,RS-os,2506
2021-07-15,desktop,20186
2021-07-16,RS-os,2639
2021-07-16,desktop,18120
2021-07-17,RS-os,1147
2021-07-17,desktop,11663
2021-07-18,RS-os,1299
2021-07-18,desktop,11291
2021-07-19,RS-os,2819
2021-07-19,desktop,22285
2021-07-20,RS-os,2375
2021-07-20,desktop,21595
2021-07-21,RS-os,2381
2021-07-21,desktop,20237
2021-07-22,RS-os,2966
2021-07-22,desktop,20112
2021-07-23,RS-os,2316
2021-07-23,desktop,16819
2021-07-24,RS-os,1344
2021-07-24,desktop,11511
2021-07-25,RS-os,2013
2021-07-25,desktop,12180
2021-07-26,RS-os,2553
2021-07-26,desktop,23409
2021-07-27,RS-os,2268
2021-07-27,desktop,21555
2021-07-28,RS-os,2716
2021-07-28,desktop,20706
2021-07-29,RS-os,2383
2021-07-29,desktop,19292
2021-07-30,RS-os,2325
2021-07-30,desktop,17302
2021-07-31,RS-os,1137
2021-07-31,desktop,11438
2021-08-01,RS-os,1069
2021-08-01,desktop,11294
2021-08-02,RS-os,1983
2021-08-02,desktop,21699
2021-08-03,RS-os,2168
2021-08-03,desktop,21591
2021-08-04,RS-os,2436
2021-08-04,desktop,21434
2021-08-05,RS-os,2572
2021-08-05,desktop,20006
2021-08-06,RS-os,2105
2021-08-06,desktop,18718
2021-08-07,RS-os,1293
2021-08-07,desktop,11657
2021-08-08,RS-os,1326
2021-08-08,desktop,12089
2021-08-09,RS-os,2323
2021-08-09,desktop,22879
2021-08-10,RS-os,2925
2021-08-10,desktop,23376
2021-08-11,RS-os,4782
2021-08-11,desktop,23332
2021-08-12,RS-os,17996
2021-08-12,desktop,24305
2021-08-13,RS-os,6518
2021-08-13,desktop,18954
2021-08-14,RS-os,2689
2021-08-14,desktop,12853
2021-08-15,RS-os,19318
2021-08-15,desktop,16533
2021-08-16,RS-os,29113
2021-08-16,desktop,30169
2021-08-17,RS-os,18080
2021-08-17,desktop,28506
2021-08-18,RS-os,15247
2021-08-18,desktop,28532
2021-08-19,RS-os,13659
2021-08-19,desktop,26747
2021-08-20,RS-os,15764
2021-08-20,desktop,25318
2021-08-21,RS-os,11036
2021-08-21,desktop,16612
2021-08-22,RS-os,1288
2021-08-22,desktop,15226
2021-08-23,RS-os,3000
2021-08-23,desktop,35290
2021-08-24,RS-os,2931
2021-08-24,desktop,37927
2021-08-25,RS-os,3098
2021-08-25,desktop,37134
2021-08-26,RS-os,3143
2021-08-26,desktop,37731
2021-08-27,RS-os,3108
2021-08-27,desktop,28788
2021-08-28,RS-os,1689
2021-08-28,desktop,16531
2021-08-29,RS-os,1620
2021-08-29,desktop,17822
2021-08-30,RS-os,3189
2021-08-30,desktop,39088
2021-08-31,RS-os,11339
2021-08-31,desktop,43787
2021-09-01,RS-os,3035
2021-09-01,desktop,43369
2021-09-02,RS-os,3004
2021-09-02,desktop,41819
2021-09-03,RS-os,15177
2021-09-03,desktop,34748
2021-09-04,RS-os,30616
2021-09-04,desktop,24484
2021-09-05,RS-os,16775
2021-09-05,desktop,22702
2021-09-06,RS-os,31445
2021-09-06,desktop,43786
2021-09-07,RS-os,21166
2021-09-07,desktop,51300
2021-09-08,RS-os,5402
2021-09-08,desktop,48592
2021-09-09,RS-os,24404
2021-09-09,desktop,49775
2021-09-10,RS-os,3414
2021-09-10,desktop,35403
2021-09-11,RS-os,28851
2021-09-11,desktop,26195
2021-09-12,RS-os,1628
2021-09-12,desktop,22639
2021-09-13,RS-os,28168
2021-09-13,desktop,53576
2021-09-14,RS-os,23891
2021-09-14,desktop,51615
2021-09-15,RS-os,19308
2021-09-15,desktop,47944
2021-09-16,RS-os,3686
2021-09-16,desktop,40031
2021-09-17,RS-os,21672
2021-09-17,desktop,37130
2021-09-18,RS-os,1519
2021-09-18,desktop,19449
2021-09-19,RS-os,13081
2021-09-19,desktop,22165
2021-09-20,RS-os,32867
2021-09-20,desktop,45119
2021-09-21,RS-os,12191
2021-09-21,desktop,41075
2021-09-22,RS-os,10228
2021-09-22,desktop,43280
2021-09-23,RS-os,9248
2021-09-23,desktop,42407
2021-09-24,RS-os,4427
2021-09-24,desktop,34340
2021-09-25,RS-os,16484
2021-09-25,desktop,23240
2021-09-26,RS-os,22920
2021-09-26,desktop,25890
2021-09-27,RS-os,5914
2021-09-27,desktop,42323
2021-09-28,RS-os,3629
2021-09-28,desktop,46611
2021-09-29,RS-os,3838
2021-09-29,desktop,46820
2021-09-30,RS-os,26125
2021-09-30,desktop,48996
2021-10-01,RS-os,24927
2021-10-01,desktop,37664
2021-10-02,RS-os,30349
2021-10-02,desktop,26023
2021-10-03,RS-os,25569
2021-10-03,desktop,26925
2021-10-04,RS-os,7246
2021-10-04,desktop,42009
2021-10-05,RS-os,4454
2021-10-05,desktop,43227
2021-10-06,RS-os,17231
2021-10-06,desktop,44974
2021-10-07,RS-os,34156
2021-10-07,desktop,45503
2021-10-08,RS-os,14675
2021-10-08,desktop,34831
2021-10-09,RS-os,2320
2021-10-09,desktop,20136
2021-10-10,RS-os,2127
2021-10-10,desktop,21210
2021-10-11,RS-os,3572
2021-10-11,desktop,37020
2021-10-12,RS-os,25849
2021-10-12,desktop,46921
2021-10-13,RS-os,14311
2021-10-13,desktop,43503
2021-10-14,RS-os,12841
2021-10-14,desktop,41992
2021-10-15,RS-os,4850
2021-10-15,desktop,31772
2021-10-16,RS-os,2296
2021-10-16,desktop,20781
2021-10-17,RS-os,2336
2021-10-17,desktop,22337
2021-10-18,RS-os,4893
2021-10-18,desktop,42778
2021-10-19,RS-os,5003
2021-10-19,desktop,42772
2021-10-20,RS-os,6249
2021-10-20,desktop,39148
2021-10-21,RS-os,5366
2021-10-21,desktop,37316
2021-10-22,RS-os,5484
2021-10-22,desktop,30911
2021-10-23,RS-os,3773
2021-10-23,desktop,19976
2021-10-24,RS-os,2821
2021-10-24,desktop,20022
2021-10-25,RS-os,4977
2021-10-25,desktop,38353
2021-10-26,RS-os,5623
2021-10-26,desktop,39562
2021-10-27,RS-os,6894
2021-10-27,desktop,37602
2021-10-28,RS-os,5403
2021-10-28,desktop,34509
2021-10-29,RS-os,5658
2021-10-29,desktop,27910
2021-10-30,RS-os,2939
2021-10-30,desktop,17416
2021-10-31,RS-os,3477
2021-10-31,desktop,17006
2021-11-01,RS-os,5311
2021-11-01,desktop,29466
2021-11-02,RS-os,5716
2021-11-02,desktop,33558
2021-11-03,RS-os,5848
2021-11-03,desktop,34034
2021-11-04,RS-os,5109
2021-11-04,desktop,30158
2021-11-05,RS-os,5899
2021-11-05,desktop,25838
2021-11-06,RS-os,3550
2021-11-06,desktop,17661
2021-11-07,RS-os,2968
2021-11-07,desktop,18859
2021-11-08,RS-os,4635
2021-11-08,desktop,34249
2021-11-09,RS-os,4635
2021-11-09,desktop,32380
2021-11-10,RS-os,4801
2021-11-10,desktop,33313
2021-11-11,RS-os,4519
2021-11-11,desktop,33976
2021-11-12,RS-os,4368
2021-11-12,desktop,28549
2021-11-13,RS-os,2212
2021-11-13,desktop,18420
2021-11-14,RS-os,2019
2021-11-14,desktop,18943
2021-11-15,RS-os,4881
2021-11-15,desktop,36587
2021-11-16,RS-os,5185
2021-11-16,desktop,35605
2021-11-17,RS-os,4341
2021-11-17,desktop,33769
2021-11-18,RS-os,4576
2021-11-18,desktop,31501
2021-11-19,RS-os,4406
2021-11-19,desktop,26427
2021-11-20,RS-os,2169
2021-11-20,desktop,17713
2021-11-21,RS-os,1756
2021-11-21,desktop,17154
2021-11-22,RS-os,3772
2021-11-22,desktop,30949
2021-11-23,RS-os,4233
2021-11-23,desktop,31419
2021-11-24,RS-os,4395
2021-11-24,desktop,28700
2021-11-25,RS-os,3228
2021-11-25,desktop,26828
2021-11-26,RS-os,2867
2021-11-26,desktop,22425
2021-11-27,RS-os,2327
2021-11-27,desktop,16373
2021-11-28,RS-os,1825
2021-11-28,desktop,16722
2021-11-29,RS-os,4544
2021-11-29,desktop,29563
2021-11-30,RS-os,4274
2021-11-30,desktop,30803
2021-12-01,RS-os,4174
2021-12-01,desktop,29412
2021-12-02,RS-os,5112
2021-12-02,desktop,28553
2021-12-03,RS-os,4577
2021-12-03,desktop,23472
2021-12-04,RS-os,2471
2021-12-04,desktop,16349
2021-12-05,RS-os,1871
2021-12-05,desktop,16660
2021-12-06,RS-os,3514
2021-12-06,desktop,27920
2021-12-07,RS-os,6482
2021-12-07,desktop,28209
2021-12-08,RS-os,4009
2021-12-08,desktop,26262
2021-12-09,RS-os,4168
2021-12-09,desktop,25727
2021-12-10,RS-os,9614
2021-12-10,desktop,23722
2021-12-11,RS-os,7903
2021-12-11,desktop,16490
2021-12-12,RS-os,1357
2021-12-12,desktop,15075
2021-12-13,RS-os,4196
2021-12-13,desktop,25423
2021-12-14,RS-os,8352
2021-12-14,desktop,26007
2021-12-15,RS-os,4110
2021-12-15,desktop,7121
2021-12-16,RS-os,9002
2021-12-16,desktop,22915
2021-12-17,RS-os,5587
2021-12-17,desktop,19472
2021-12-18,RS-os,6875
2021-12-18,desktop,13987
2021-12-19,RS-os,3303
2021-12-19,desktop,13382
2021-12-20,RS-os,8481
2021-12-20,desktop,21012
2021-12-21,RS-os,5788
2021-12-21,desktop,20183
2021-12-22,RS-os,6151
2021-12-22,desktop,18559
2021-12-23,RS-os,4935
2021-12-23,desktop,15626
2021-12-24,RS-os,2506
2021-12-24,desktop,12343
2021-12-25,RS-os,1367
2021-12-25,desktop,8611
2021-12-26,RS-os,1758
2021-12-26,desktop,10302
2021-12-27,RS-os,2104
2021-12-27,desktop,15509
2021-12-28,RS-os,6971
2021-12-28,desktop,15910
2021-12-29,RS-os,4232
2021-12-29,desktop,14875
2021-12-30,RS-os,7204
2021-12-30,desktop,14013
2021-12-31,RS-os,3800
2021-12-31,desktop,9347
2022-01-01,RS-os,1416
2022-01-01,desktop,8421
2022-01-02,RS-os,6169
2022-01-02,desktop,11905
2022-01-03,RS-os,4757
2022-01-03,desktop,23147
2022-01-04,RS-os,3080
2022-01-04,desktop,26877
2022-01-05,RS-os,10102
2022-01-05,desktop,28170
2022-01-06,RS-os,14960
2022-01-06,desktop,27897
2022-01-07,RS-os,3581
2022-01-07,desktop,22521
2022-01-08,RS-os,7684
2022-01-08,desktop,16548
2022-01-09,RS-os,7949
2022-01-09,desktop,17479
2022-01-10,RS-os,10515
2022-01-10,desktop,37411
2022-01-11,RS-os,8668
2022-01-11,desktop,40673
2022-01-12,RS-os,10800
2022-01-12,desktop,41432
2022-01-13,RS-os,4160
2022-01-13,desktop,15624
2022-01-14,RS-os,10559
2022-01-14,desktop,30454
2022-01-15,RS-os,7862
2022-01-15,desktop,18695
2022-01-16,RS-os,8341
2022-01-16,desktop,19654
2022-01-17,RS-os,8859
2022-01-17,desktop,34007
2022-01-18,RS-os,3657
2022-01-18,desktop,40359
2022-01-19,RS-os,10020
2022-01-19,desktop,42764
2022-01-20,RS-os,3669
2022-01-20,desktop,38895
2022-01-21,RS-os,9949
2022-01-21,desktop,31799
2022-01-22,RS-os,9569
2022-01-22,desktop,19176
2022-01-23,RS-os,4432
2022-01-23,desktop,19551
2022-01-24,RS-os,3578
2022-01-24,desktop,39375
2022-01-25,RS-os,4725
2022-01-25,desktop,40541
2022-01-26,RS-os,6209
2022-01-26,desktop,39735
2022-01-27,RS-os,22978
2022-01-27,desktop,38857
2022-01-28,RS-os,17191
2022-01-28,desktop,35632
2022-01-29,RS-os,20839
2022-01-29,desktop,23294
2022-01-30,RS-os,3881
2022-01-30,desktop,19162
2022-01-31,RS-os,3504
2022-01-31,desktop,32382
2022-02-01,RS-os,11095
2022-02-01,desktop,37074
2022-02-02,RS-os,3805
2022-02-02,desktop,32843
2022-02-03,RS-os,20546
2022-02-03,desktop,37749
2022-02-04,RS-os,1828
2022-02-04,desktop,27204
2022-02-05,RS-os,1413
2022-02-05,desktop,16501
2022-02-06,RS-os,1252
2022-02-06,desktop,16906
2022-02-07,RS-os,12838
2022-02-07,desktop,37691
2022-02-08,RS-os,21216
2022-02-08,desktop,40082
2022-02-09,RS-os,22197
2022-02-09,desktop,41884
2022-02-10,RS-os,20989
2022-02-10,desktop,35900
2022-02-11,RS-os,21455
2022-02-11,desktop,30586
2022-02-12,RS-os,21847
2022-02-12,desktop,22188
2022-02-13,RS-os,21321
2022-02-13,desktop,22835
2022-02-14,RS-os,11895
2022-02-14,desktop,36990
2022-02-15,RS-os,20621
2022-02-15,desktop,39915
2022-02-16,RS-os,2377
2022-02-16,desktop,34171
2022-02-17,RS-os,12207
2022-02-17,desktop,34775
2022-02-18,RS-os,22253
2022-02-18,desktop,33800
2022-02-19,RS-os,22139
2022-02-19,desktop,27745
2022-02-20,RS-os,22341
2022-02-20,desktop,26234
2022-02-21,RS-os,8846
2022-02-21,desktop,45402
2022-02-22,RS-os,17330
2022-02-22,desktop,46201
2022-02-23,RS-os,19195
2022-02-23,desktop,45020
2022-02-24,RS-os,20043
2022-02-24,desktop,39584
2022-02-25,RS-os,22641
2022-02-25,desktop,34560
2022-02-26,RS-os,6773
2022-02-26,desktop,19300
2022-02-27,RS-os,897
2022-02-27,desktop,20087
2022-02-28,RS-os,22859
2022-02-28,desktop,42025
2022-03-01,RS-os,1647
2022-03-01,desktop,39116
2022-03-02,RS-os,22907
2022-03-02,desktop,46122
2022-03-03,RS-os,22791
2022-03-03,desktop,44140
2022-03-04,RS-os,22663
2022-03-04,desktop,37349
2022-03-05,RS-os,18126
2022-03-05,desktop,23986
2022-03-06,RS-os,22000
2022-03-06,desktop,25723
2022-03-07,RS-os,22876
2022-03-07,desktop,45584
2022-03-08,RS-os,23009
2022-03-08,desktop,47398
2022-03-09,RS-os,2456
2022-03-09,desktop,38833
2022-03-10,RS-os,4763
2022-03-10,desktop,38979
2022-03-11,RS-os,2320
2022-03-11,desktop,31685
2022-03-12,RS-os,2748
2022-03-12,desktop,19686
2022-03-13,RS-os,2907
2022-03-13,desktop,21678
2022-03-14,RS-os,3266
2022-03-14,desktop,38255
2022-03-15,RS-os,12854
2022-03-15,desktop,40822
2022-03-16,RS-os,5467
2022-03-16,desktop,37929
2022-03-17,RS-os,22985
2022-03-17,desktop,39508
2022-03-18,RS-os,22854
2022-03-18,desktop,33854
2022-03-19,RS-os,1001
2022-03-19,desktop,19443
2022-03-20,RS-os,16015
2022-03-20,desktop,22851
2022-03-21,RS-os,21329
2022-03-21,desktop,40322
2022-03-22,RS-os,2023
2022-03-22,desktop,37409
2022-03-23,RS-os,2111
2022-03-23,desktop,36152
2022-03-24,RS-os,8226
2022-03-24,desktop,38293
2022-03-25,RS-os,17160
2022-03-25,desktop,36928
2022-03-26,RS-os,15615
2022-03-26,desktop,25658
2022-03-27,RS-os,21998
2022-03-27,desktop,25955
2022-03-28,RS-os,21075
2022-03-28,desktop,43452
2022-03-29,RS-os,23035
2022-03-29,desktop,45995
2022-03-30,RS-os,2075
2022-03-30,desktop,38630
2022-03-31,RS-os,3281
2022-03-31,desktop,35780
2022-04-01,RS-os,4489
2022-04-01,desktop,30198
2022-04-02,RS-os,15797
2022-04-02,desktop,22513
2022-04-03,RS-os,11973
2022-04-03,desktop,21745
2022-04-04,RS-os,16601
2022-04-04,desktop,38101
2022-04-05,RS-os,24364
2022-04-05,desktop,40940
2022-04-06,RS-os,24233
2022-04-06,desktop,40827
2022-04-07,RS-os,23779
2022-04-07,desktop,40682
2022-04-08,RS-os,23731
2022-04-08,desktop,34305
2022-04-09,RS-os,23242
2022-04-09,desktop,23556
2022-04-10,RS-os,23315
2022-04-10,desktop,23637
2022-04-11,RS-os,24413
2022-04-11,desktop,37738
2022-04-12,RS-os,15221
2022-04-12,desktop,35888
2022-04-13,RS-os,21322
2022-04-13,desktop,35452
2022-04-14,RS-os,23651
2022-04-14,desktop,32014
2022-04-15,RS-os,23707
2022-04-15,desktop,25986
2022-04-16,RS-os,2426
2022-04-16,desktop,16960
2022-04-17,RS-os,23078
2022-04-17,desktop,21247
2022-04-18,RS-os,23427
2022-04-18,desktop,32069
2022-04-19,RS-os,23606
2022-04-19,desktop,38531
2022-04-20,RS-os,20952
2022-04-20,desktop,36734
